2018-05-09 09:19:11,955 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4e2faf40: startup date [Wed May 09 09:19:11 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2018-05-09 09:19:13,284 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:19:15,048 | INFO  | PListStore:[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2018-05-09 09:19:15,224 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:GUIYUHAO-PC-31736-1525828755069-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:19:15,258 | INFO  | Listening for connections at: tcp://GUIYUHAO-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:19:15,258 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:19:15,270 | INFO  | Listening for connections at: amqp://GUIYUHAO-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:19:15,271 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:19:15,299 | INFO  | Listening for connections at: stomp://GUIYUHAO-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:19:15,300 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:19:15,308 | INFO  | Listening for connections at: mqtt://GUIYUHAO-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:19:15,309 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:19:15,552 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@85717a9{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2018-05-09 09:19:15,675 | INFO  | Listening for connections at ws://GUIYUHAO-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2018-05-09 09:19:15,676 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:19:15,676 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:GUIYUHAO-PC-31736-1525828755069-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:19:15,676 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:19:16,781 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2018-05-09 09:19:17,260 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-05-09 09:19:17,261 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-05-09 09:19:17,515 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2018-05-09 09:19:18,058 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2018-05-09 09:19:18,455 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2018-05-09 09:25:36,531 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4e2faf40: startup date [Wed May 09 09:25:36 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2018-05-09 09:25:37,567 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:25:37,735 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2018-05-09 09:25:37,773 | INFO  | PListStore:[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2018-05-09 09:25:37,941 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:GUIYUHAO-PC-32611-1525829137785-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:25:38,022 | INFO  | Listening for connections at: tcp://GUIYUHAO-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:25:38,022 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:25:38,028 | INFO  | Listening for connections at: amqp://GUIYUHAO-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:25:38,029 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:25:38,035 | INFO  | Listening for connections at: stomp://GUIYUHAO-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:25:38,036 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:25:38,041 | INFO  | Listening for connections at: mqtt://GUIYUHAO-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:25:38,041 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:25:38,155 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@3c9290c4{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2018-05-09 09:25:38,234 | INFO  | Listening for connections at ws://GUIYUHAO-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2018-05-09 09:25:38,239 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:25:38,240 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:GUIYUHAO-PC-32611-1525829137785-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:25:38,243 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:25:39,774 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2018-05-09 09:25:39,934 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-05-09 09:25:39,935 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2018-05-09 09:25:40,048 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2018-05-09 09:25:40,314 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2018-05-09 09:25:40,480 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2018-05-09 09:26:29,229 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4e2faf40: startup date [Wed May 09 09:26:29 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2018-05-09 09:26:30,296 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win32\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:26:30,453 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2018-05-09 09:26:30,472 | INFO  | PListStore:[C:\Users\gui yuhao\Desktop\apache-activemq-5.15.3\bin\win32\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2018-05-09 09:26:30,634 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:GUIYUHAO-PC-32729-1525829190486-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2018-05-09 09:26:30,695 | INFO  | Listening for connections at: tcp://GUIYUHAO-PC:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:26:30,695 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:26:30,701 | INFO  | Listening for connections at: amqp://GUIYUHAO-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:26:30,702 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:26:30,708 | INFO  | Listening for connections at: stomp://GUIYUHAO-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:26:30,709 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2018-05-09 09:26:30,716 | INFO  | Listening for connections at: mqtt://GUIYUHAO-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2018-05-09 09:26:30,717 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
